name,address,image,rating,description,totalscore,cantcomment
Kai Aloha Apartment Hotel,235 Saratoga Rd,Kai_Aloha_Apartment_Hotel.png,9.994652718305588,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotel",9.994652718305588,1
Maxwell Inn,553 W Elkhorn Ave,Maxwell_Inn.png,9.994637697935104,"Hotels,Hotels and motels,Lodging,Bed & Breakfast & Inns,Hotel",49.97318848967552,5
Rodeway Inn Silver Creek Inn,825 N Main St,Rodeway_Inn_Silver_Creek_Inn.png,9.99463473757108,"Hotels,Lodging,Motels,Hotel",29.98390421271324,3
Wild Goose Lodge,105 Court Dr,Wild_Goose_Lodge.png,9.994603991508484,"Hotels,Resorts,Hotels and motels,Lodging,Motels,Hotel",9.994603991508484,1
Quality Inn,20150 W Bluemound Rd,Quality_Inn.png,9.994589388370514,"Hotels and motels,Hotel and motel reservations,Budget Hotels,Tourist Hotels,Motel and Hotel,Hotels Motels,Family-friendly Hotels,Business Hotels,Hotel",19.989178776741028,2
Quality Inn,2725 1st Ave,Quality_Inn.png,9.994572103023527,"Hotels,Budget Hotels,Corporate Lodging,Tourist Hotels,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Hotels & Motels,Hotel,Business Hotels",19.98914420604705,2
Coconut Palm Inn,198 Harborview Dr,Coconut_Palm_Inn.png,9.99455712735653,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotel",19.98911425471306,2
Residence Inn Mobile,950 W I65 Service Rd S,Residence_Inn_Mobile.png,9.994555115699768,"Hotels,Motel,Hotel",9.994555115699768,1
Holiday Inn Express & Suites Sioux Falls Southwest,3821 W Avera Dr,Holiday_Inn_Express___Suites_Sioux_Falls_Southwest.png,9.99452218413353,"Budget Hotels,Resorts,Meeting Facilities,Lodging,Family-Friendly Hotels,Weekend Getaway Hotels,Wedding Sites,Tourist Hotels,Hotels Motels,Hotels & Motels,Hotel,Beach Hotels,Business Hotels",29.98356655240059,3
Best Western Plus Cutting Horse Inn Suites,210 Alford Drive,Best_Western_Plus_Cutting_Horse_Inn_Suites.png,9.99445453286171,"Hotels,Lodging,Hotel",9.99445453286171,1
Best Western Superstition Springs Inn,1342 S Power Rd,Best_Western_Superstition_Springs_Inn.png,9.99443843960762,"Hotels,Lodging,Hotels Motels,Hotel Superstition Springs,Hotel",9.99443843960762,1
Sunny Rest Lodge,425 Sunny Rest Dr,Sunny_Rest_Lodge.png,9.994357228279114,"Resorts,Hotels Motels,Hotel",9.994357228279114,1
Econo Lodge,3101 West US 66,Econo_Lodge.png,9.99435156583786,"Budget Hotels,Hotels Motels,Hotel",9.99435156583786,1
Homewood Suites By Hilton Jackson-ridgeland,853 Centre St,Homewood_Suites_By_Hilton_Jackson-ridgeland.png,9.994329661130903,"Hotel and motel consultants,Hotels and motels,Hotel",19.98865932226181,2
Comfort Inn,5531 Athens Boonesboro Rd.,Comfort_Inn.png,9.994306713342668,"Budget Hotels,Lodging,Hotels And Motels,Hotels Motels,Family-friendly Hotels,Hotels & Motels,Hotel,Business Hotels",9.994306713342668,1
Little Paradise Hotel,435 E Avenida Olancha,Little_Paradise_Hotel.png,9.994201883673668,"Hotels,Hotel",39.97680753469467,4
The Harkness Hotel,206 Center St,The_Harkness_Hotel.png,9.994168281555176,"Hotels and motels,Hotel,Beauty salons",9.994168281555176,1
The Hideout Lodge Guest Ranch,3170 Road 40 12,The_Hideout_Lodge_Guest_Ranch.png,9.99415773153305,"Hotels,Resorts,Hotel",49.97078865766525,5
Holiday Inn Express & Suites Des Moines Downtown,333 SW 11th St,Holiday_Inn_Express___Suites_Des_Moines_Downtown.png,9.994088113307953,"Resorts,Budget Hotels,Corporate Lodging,Lodging,Banquet Halls and Reception Facilities,Motels,Hotels,Family-Friendly Hotels,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Hotel,Beach Hotels,Business Hotels",9.994088113307953,1
Wilderness Lodge,51760 Becker Rd,Wilderness_Lodge.png,9.994083642959597,"Hotels,Resorts,Lodging,Hotel",9.994083642959597,1
Best Western Mission Inn,1765 S Main St,Best_Western_Mission_Inn.png,9.99406471848488,"Hotels Motels,Hotel",9.99406471848488,1
Hampton Inn & Suites Grenada,1545 Jameson Drive,Hampton_Inn___Suites_Grenada.png,9.993995279073715,"Hotels,Corporate Lodging,Lodging,Hotels Motels,Hotel",9.993995279073715,1
French Quarter Suites Hotel,1119 N Rampart St,French_Quarter_Suites_Hotel.png,9.993925541639328,"Hotels,Hotels and motels,Lodging,Motels,Hotel",9.993925541639328,1
Hampton Inn-kearney,507 W Talmadge Rd,Hampton_Inn-kearney.png,9.993907287716866,"Hotels,Hotel and motel consultants,Hotels and motels,Corporate Lodging,Lodging,Hotel",19.98781457543373,2
Hampton Inn Suites Indianapolis/brownsburg,41 Maplehurst Dr,Hampton_Inn_Suites_Indianapolis_brownsburg.png,9.993889033794405,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",19.98777806758881,2
Mainstay Suites-sidney,1000 3rd St Nw,Mainstay_Suites-sidney.png,9.99387639760971,"Hotels and motels,Hotel",49.96938198804855,5
Hampton Inn Suites Asheville Biltmore Village,117 Hendersonville Road,Hampton_Inn_Suites_Asheville_Biltmore_Village.png,9.993788003921509,"Hotels,Corporate Lodging,Lodging,Hotels Motels,Hotel",19.987576007843018,2
Fairfield Inn Chicago Gurnee,6090 Gurnee Mills Cir E,Fairfield_Inn_Chicago_Gurnee.png,9.993771612644196,"Hotels,Corporate Lodging,Lodging,Hotel",9.993771612644196,1
Comfort Inn Suites-dover,764 Dover Leipsic Rd,Comfort_Inn_Suites-dover.png,9.993751496076584,"Hotels and motels,Hotel",9.993751496076584,1
Super 8-Colorado City,2205 Chestnut St,Super_8-Colorado_City.png,9.9936705827713,"Lodging,Hotels Motels,Motels,Hotel",9.9936705827713,1
Savanna Inn & Suites,101 Valley View Dr,Savanna_Inn___Suites.png,9.993542358279228,"Hotels,Travel & Transport,Lodging,Hotels Motels,Hotels & Motels,Hotel",19.987084716558456,2
Best Western I-5 Inn & Suites,6411 W Banner Rd,Best_Western_I-5_Inn___Suites.png,9.993539452552795,"Hotels Motels,Hotel",9.993539452552795,1
Wingate by Wyndham Tuscaloosa,4918 Skyland Blvd E,Wingate_by_Wyndham_Tuscaloosa.png,9.99351516366005,"Hotels,Family-Friendly Hotels,Hotels and motels,Weekend Getaway Hotels,Corporate Lodging,Lodging,Hotels Motels,Hotel,Business Hotels",9.99351516366005,1
Royal Pines Inn,1508 County Road 61,Royal_Pines_Inn.png,9.993507713079453,"Hotels and motels,Hotel",19.987015426158905,2
Best Western Plus Rama Inn Suites,1711 21st Street,Best_Western_Plus_Rama_Inn_Suites.png,9.99350279569626,"Hotels,Lodging,Hotel",9.99350279569626,1
Drury Inn Suites Terre Haute,3040 S US Highway 41,Drury_Inn_Suites_Terre_Haute.png,9.993479251861572,"Family-Friendly Hotels,Budget Hotels,Hotels and motels,Hotel and motel reservations,Apartment Hotels,Tourist Hotels,Hotels Motels,Hotel,Business Hotels",9.993479251861572,1
The Flagstone Motel,415 E 1st St,The_Flagstone_Motel.png,9.993458539247513,"Hotels and motels,Hotels Motels,Hotel",9.993458539247513,1
Super 8 Franklin,3811 Nashville Rd,Super_8_Franklin.png,9.993408769369124,"Hotels and motels,Hotel",9.993408769369124,1
Hampton Inn Pittsburgh/West Mifflin,1550 Lebanon Church Road,Hampton_Inn_Pittsburgh_West_Mifflin.png,9.993378072977066,"Hotels,Corporate Lodging,Lodging,Hotel",19.98675614595413,2
Homewood Suites by Hilton Macon-North,1514 Bass Rd,Homewood_Suites_by_Hilton_Macon-North.png,9.99334916472435,"Hotels Motels,Hotel",69.95344415307045,7
Chocolate Turtle Bed and Breakfast,1098 W Meadowlark Ln,Chocolate_Turtle_Bed_and_Breakfast.png,9.993315696716309,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",149.89973545074463,15
Best Western Shenandoah Inn,620 Highway 34 E,Best_Western_Shenandoah_Inn.png,9.993237406015396,"Hotels,Corporate Housing,Lodging,Hotels Motels,Hotel",9.993237406015396,1
Best Western Dutch Valley Inn,161 Bluebell Dr SW,Best_Western_Dutch_Valley_Inn.png,9.993194937705994,"Hotels,Lodging,Hotels Motels,Hotel",19.986389875411987,2
Ocean Breeze Lodge,212 S Main St,Ocean_Breeze_Lodge.png,9.993180185556412,"Hotels,Resorts,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Motels,Hotel",9.993180185556412,1
Microtel Inn Suites By Wyndham Lexington,2240 Buena Vista Rd,Microtel_Inn_Suites_By_Wyndham_Lexington.png,9.993062615394592,"Budget Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Hotel",9.993062615394592,1
Wingate By Wyndham Round Rock Hotel Conference Center,1209 N Interstate 35,Wingate_By_Wyndham_Round_Rock_Hotel_Conference_Center.png,9.992976635694504,"Family-Friendly Hotels,Hotels and motels,Budget Hotels,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Business Hotels,Hotel",9.992976635694504,1
"Hotel Marshfield, BW Premier Collection",2700 S Central Ave,"Hotel_Marshfield,_BW_Premier_Collection.png",9.992963820695875,"Hotels Motels,Hotel",9.992963820695875,1
Hyatt Place San Diego/vista-carlsbad,2645 S Melrose Dr,Hyatt_Place_San_Diego_vista-carlsbad.png,9.992917031049728,"Hotels and motels,American restaurants,Hotels Motels,Restaurants,Hotel",19.985834062099457,2
Lakeview Motel & Cottage,2000 Lake Rd.,Lakeview_Motel___Cottage.png,9.992692470550535,"Cottages,Tourist Hotels,Hotels Motels,Hotels & Motels,Hotel",9.992692470550535,1
"My Place Hotel-rock Springs, Wy",700 Gateway Blvd,"My_Place_Hotel-rock_Springs,_Wy.png",9.992507137358189,"Hotels,Hotels and motels,Lodging,Hotels Motels,Hotel",39.97002854943276,4
Hilton Garden Inn-olathe,12080 S Strang Line Rd,Hilton_Garden_Inn-olathe.png,9.992482960224152,"Hotels and motels,Hotel,Banquet facilities,Restaurants",9.992482960224152,1
Best Western Plus University Inn Suites,4540 Maplewood Avenue,Best_Western_Plus_University_Inn_Suites.png,9.99236300587654,"Hotels,Lodging,Hotel",9.99236300587654,1
Rodeway Inn Suites,2285 E Butler Ave,Rodeway_Inn_Suites.png,9.992198646068571,"Hotels,Motel,Lodging,Hotels Motels,Motels,Hotels & Motels,Hotel",9.992198646068571,1
Hilton Garden Inn Grand Rapids East,2321 E Beltline Ave SE,Hilton_Garden_Inn_Grand_Rapids_East.png,9.992177784442902,"Hotels,Lodging,Hotel",19.984355568885803,2
Best Western Plus-concordville Hotel,675 Conchester Rd,Best_Western_Plus-concordville_Hotel.png,9.992095530033112,"Hotels,Hotels and motels,Hotel and motel mgmt.,Lodging,Motels,Hotel",9.992095530033112,1
PVC at The Roundhouse Resort,5801 Buck Springs Rd,PVC_at_The_Roundhouse_Resort.png,9.992090165615082,"Hotels,Resorts,Hotel",9.992090165615082,1
Hilton Garden Inn Chesterton,501 Gateway Blvd N,Hilton_Garden_Inn_Chesterton.png,9.992019534111025,"Hotels,Hotels and motels,Hotel and motel reservations,American restaurants,Lodging,Restaurants,Hotel",9.992019534111025,1
Hampton Inn Suites Greenville Downtown River Place,171 Riverplace,Hampton_Inn_Suites_Greenville_Downtown_River_Place.png,9.991968050599098,"Hotels,Corporate Lodging,Lodging,Hotel",19.9839361011982,2
Buchan's Landing Resort,599 W Dearborn St,Buchan_s_Landing_Resort.png,9.991954863071442,"Resorts,Hotels and motels,Motel,Hotels Motels,Hotel",19.983909726142883,2
Holiday Inn Express Lompoc,1417 N H St,Holiday_Inn_Express_Lompoc.png,9.99194011092186,"Family-Friendly Hotels,Resorts,Budget Hotels,Weekend Getaway Hotels,Tourist Hotels,Lodging,Hotels Motels,Hotel,Beach Hotels,Business Hotels",9.99194011092186,1
Comfort Inn & Suites,209 W. Commerce,Comfort_Inn___Suites.png,9.991911053657532,"Hotels Motels,Hotel",9.991911053657532,1
Quality Inn,2945 Hwy 280,Quality_Inn.png,9.99184027314186,"Hotels Motels,Hotel",9.99184027314186,1
"My Place Hotel-Brookings, SD",711 32nd Ave,"My_Place_Hotel-Brookings,_SD.png",9.991834163665771,"Hotels,Hotels and motels,Lodging,Hotels Motels,Motels,Hotel",9.991834163665771,1
Hilton Concord,1970 Diamond Blvd,Hilton_Concord.png,9.991649985313416,"Resort,Hotels Motels,Hotel",9.991649985313416,1
Island Inn,2311 S Locust St,Island_Inn.png,9.9916473031044,"Hotels,Hotel and motel consultants,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Motels,Bed & Breakfast & Inns,Hotel",9.9916473031044,1
Hampton Inn Suites Crawfordsville,2895 Gandhi Dr,Hampton_Inn_Suites_Crawfordsville.png,9.991542547941208,"Hotels and motels,Travel Lounge,Hotel and Travel Lounge,Hotel",9.991542547941208,1
Holiday On Texoma Motel,575 Highport Rd,Holiday_On_Texoma_Motel.png,9.991467595100405,"Hotels,Hotels and motels,Resorts,Lodging,Hotels Motels,Motels,Hotel",9.991467595100405,1
Kalispell Grand Hotel,100 Main St,Kalispell_Grand_Hotel.png,9.991378545761108,"Hotels,Hotels and motels,Lodging,Hotels Motels,Motels,Hotel",49.95689272880554,5
Spartan Inn,8614 Surf Dr,Spartan_Inn.png,9.991302688916525,"Spa,Hotels Motels,Hotels & Motels,Hotel",29.973908066749573,3
Best Western Granbury Inn Suites,1517 Plaza Dr,Best_Western_Granbury_Inn_Suites.png,9.991279393434525,"Hotels Motels,Hotel",9.991279393434525,1
The Mercantile Hotel,727 S Peters St,The_Mercantile_Hotel.png,9.99118521809578,"Hotels and motels,Hotel and motel reservations,Hotel",9.99118521809578,1
The Herbert Hotel,161 Powell Street,The_Herbert_Hotel.png,9.991169273853302,"Hotels,Lodging,Hotel",9.991169273853302,1
Hampton Inn-toledo/oregon,2931 Navarre Ave,Hampton_Inn-toledo_oregon.png,9.991106688976288,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",19.982213377952576,2
Fairfield Inn,119 Angelina Way,Fairfield_Inn.png,9.991094172000883,"Hotel Bar,Hotels Motels,Hotel and Hotel Bar,Hotel",9.991094172000883,1
Homewood Suites By Hilton San Jose Airport-silicon Valley,10 W Trimble Rd,Homewood_Suites_By_Hilton_San_Jose_Airport-silicon_Valley.png,9.991026669740677,"Hotels,Apartments,Hotels and motels,Hotel and motel reservations,Hotel",9.991026669740677,1
Hampton Inn-warrenton,501 Blackwell Rd,Hampton_Inn-warrenton.png,9.990837275981905,"Hotels and motels,Hotel",9.990837275981905,1
Gordon Beach Inn,16220 Lakeshore Rd,Gordon_Beach_Inn.png,9.99075412750244,"Restaurant,Hotels and motels,Bed Breakfast,Hotels Motels,Hotel",9.99075412750244,1
La Quinta Inn & Suites Warner Robins - Robins AFB,4080 Watson Blvd,La_Quinta_Inn___Suites_Warner_Robins_-_Robins_AFB.png,9.990616366267204,"Bed Breakfasts,Hotels,Business Services,Lodging,Hotels Motels,Hotel",19.98123273253441,2
Hampton Inn Owensboro South,615 Salem Dr,Hampton_Inn_Owensboro_South.png,9.99047875404358,"Hotels,Corporate Lodging,Lodging,Hotel",9.99047875404358,1
Comfort Inn Suites,3615 Commerce Pl,Comfort_Inn_Suites.png,9.990413188934326,"Hotels,Hotels and motels,Budget Hotels,Corporate Lodging,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Hotel,Business Hotels",9.990413188934326,1
Husker Inn,721 E 4th St,Husker_Inn.png,9.990403652191162,"Hotel and motel consultants,Hotels and motels,Lodging,Hotels Motels,Hotel",9.990403652191162,1
Best Western Plus-macomb Inn,1655 E Jackson St,Best_Western_Plus-macomb_Inn.png,9.990381747484207,"Hotels,Corporate Housing,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotel Products,Hotels Motels,Motels,Hotel",9.990381747484207,1
Chalet High Resort,1345 Orkney Grade,Chalet_High_Resort.png,9.990223944187164,"Hotels,Resorts,Hotel",9.990223944187164,1
Comfort Inn Columbia Gorge Gateway,1000 Northwest Graham Road,Comfort_Inn_Columbia_Gorge_Gateway.png,9.990021586418152,"Hotels Motels,Hotel",9.990021586418152,1
Hawthorn Suites By Wyndham Augusta,4049 Jimmie Dyess Pkwy,Hawthorn_Suites_By_Wyndham_Augusta.png,9.99002069234848,"Hotels and motels,Apartment Hotels,Lodging,Family-friendly Hotels,travel & transport,Hotels,Extended Stay,Hotel and motel reservations,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Business Hotels",9.99002069234848,1
Holiday Inn Express Suites Jackson Northeast,55 Parkstone Pl,Holiday_Inn_Express_Suites_Jackson_Northeast.png,9.990018978714945,"Hotels and motels,Hotel and motel reservations,Hotel",19.98003795742989,2
Ocotillo Lodge,1111 E Palm Canyon Dr,Ocotillo_Lodge.png,9.98999834060669,"Hotels and motels,Hotel",9.98999834060669,1
Hampton Inn Suites Duluth North/Mall Area,1002 Mall Drive,Hampton_Inn_Suites_Duluth_North_Mall_Area.png,9.989942759275436,"Hotels,Corporate Lodging,Lodging,Hotel",9.989942759275436,1
Sky Harbor Bavarian Inn,2159 Old Wauhatchie Pike,Sky_Harbor_Bavarian_Inn.png,9.989783018827438,"Hotels,Bed and Breakfast and Inns,Hotels and motels,Tn\\hotel Pool,Lodging,Hotels Motels,Motels,Hotel",9.989783018827438,1
Edge Hotel,3952 State Route 12,Edge_Hotel.png,9.989687949419022,"Hotels,Resorts,Lodging,Hotel",9.989687949419022,1
Hampton Inn & Suites Pittsburgh/Waterfront-West Homestead,301 West Waterfront Drive,Hampton_Inn___Suites_Pittsburgh_Waterfront-West_Homestead.png,9.989645332098007,"Hotels Motels,Hotel",9.989645332098007,1
BEST WESTERN Inn Of Nacogdoches,3428 South St,BEST_WESTERN_Inn_Of_Nacogdoches.png,9.98935952782631,"Hotels,Lodging,Hotels Motels,Hotel",9.98935952782631,1
Drury Inn Suites Birmingham Southeast,3510 Grandview Pkwy,Drury_Inn_Suites_Birmingham_Southeast.png,9.989334881305696,"Hotels,Hotel",49.94667440652847,5
Quality Inn,3251 30th Ave S,Quality_Inn.png,9.989290982484818,"Hotels,Corporate Lodging,Hotels Motels,Motels,Hotel",9.989290982484818,1
The Roxbury Motel,2258 County Highway 41,The_Roxbury_Motel.png,9.989080727100372,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels",59.93448436260224,6
Hampton Inn & Suites Warren,3291 Market Street Extension,Hampton_Inn___Suites_Warren.png,9.988998538917963,"Hotels Motels,Hotel",89.90098685026169,9
Cobblestone Hotel Suites-knoxville Ia,1212 Eric Dr,Cobblestone_Hotel_Suites-knoxville_Ia.png,9.988955408334732,"Hotels and motels,Hotel",9.988955408334732,1
Pioneer Lodge,1700 Front Street,Pioneer_Lodge.png,9.98893491923809,"Hotels,Resorts,Lodging,Motels,Hotel",19.97786983847618,2
Best Western Route 66 Rail Haven,203 S Glenstone Ave,Best_Western_Route_66_Rail_Haven.png,9.988893121480942,"Hotels,Lodging,Hotels Motels,Hotel",9.988893121480942,1
Rode Inn,242 E Main St,Rode_Inn.png,9.988875687122343,"Hotels and motels,Hotel and motel reservations,Motel,Lodging,Hotels Motels,Hotels & Motels,Motels,Hotel",9.988875687122343,1
Quality Inn,9373 Cortez Blvd,Quality_Inn.png,9.988870024681091,"Hotels,Hotels and motels,Budget Hotels,Corporate Lodging,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Business Hotels,Hotel",9.988870024681091,1
Granzellas Inn,391 6th St,Granzellas_Inn.png,9.988854974508286,"Lodging,Hotels Motels,Hotels & Motels,Hotel",9.988854974508286,1
Comfort Suites-old Town,3275 N Drinkwater Blvd,Comfort_Suites-old_Town.png,9.988781362771988,"Hotels and motels,Hotel and motel reservations,Hotel",9.988781362771988,1
Best Western Plus Kingston Hotel and Conference Center,503 Washington Avenue,Best_Western_Plus_Kingston_Hotel_and_Conference_Center.png,9.988704025745392,"Hotels,Lodging,Hotel",9.988704025745392,1
The Surfjack Hotel Swim Club,412 Lewers St,The_Surfjack_Hotel_Swim_Club.png,9.988674819469452,"Hotels,Resorts,Hotels and motels,Hotel",9.988674819469452,1
Days Inn MaumeeToledo,1704 Toll Gate Drive,Days_Inn_MaumeeToledo.png,9.988368302583694,"Hotels,Lodging,Motels,Hotel",9.988368302583694,1
Can Am Inn,406 Main Ave NE,Can_Am_Inn.png,9.988331347703934,"Hotels,Hotel",9.988331347703934,1
Hilton Garden Inn Harrisburg East,3943 Tecport Dr,Hilton_Garden_Inn_Harrisburg_East.png,9.988322779536247,"Hotels,Hotels and motels,Lodging,Hotel",19.97664555907249,2
Best Western Grandma's Feather Bed,2358 Mendenhall Loop Rd,Best_Western_Grandma_s_Feather_Bed.png,9.988293945789335,"Hotels,Lodging,Hotels Motels,Hotel",9.988293945789335,1
Aloft Buffalo Airport,4219 Genesee St,Aloft_Buffalo_Airport.png,9.987989217042925,"Hotels,Hotels and motels,Hotel and motel reservations,Travel and Tourism,Airports,Lodging,Hotel",9.987989217042925,1
MainStay Suites,7030 Amin Dr,MainStay_Suites.png,9.987926334142683,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotel",9.987926334142683,1
Hampton Inn & Suites Pasco/tri-cities,6826 Burden Blvd,Hampton_Inn___Suites_Pasco_tri-cities.png,9.98788833618164,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",9.98788833618164,1
Our Place Hotel,101 W Marion Ave,Our_Place_Hotel.png,9.987625032663344,"Hotels,Hotels and motels,Lodging,Hotel",19.97525006532669,2
Motel 6 Naperville,1585 Naperville Wheaton Rd,Motel_6_Naperville.png,9.987391084432602,"Hotels and motels,Hotel",9.987391084432602,1
Holiday Inn Express Pembroke,605 Redmond Rd,Holiday_Inn_Express_Pembroke.png,9.98677909374237,"Resorts,Budget Hotels,Corporate Lodging,Lodging,Family-friendly Hotels,Hotels,Weekend Getaway Hotels,Tourist Hotels,Hotel and Meeting Room,Hotels Motels,Hotels & Motels,Beach Hotels,Business Hotels,Hotel",9.98677909374237,1
Best Western Airport Inn,2425 S 24th St,Best_Western_Airport_Inn.png,9.986133128404616,"Hotels Motels,Hotel",9.986133128404616,1
Holiday Inn Laguna Beach,696 S Coast Hwy,Holiday_Inn_Laguna_Beach.png,9.98612955212593,"Resorts,Budget Hotels,Cottages,Lodging,Luxury Hotels,Family-Friendly Hotels,Weekend Getaway Hotels,Conference Room,Tourist Hotels,Meeting Room,Hotels Motels,Hotel,Beach Hotels,Business Hotels",9.98612955212593,1
Hilton Garden Inn St. Louis/Chesterfield,16631 Chesterfield Grove Rd,Hilton_Garden_Inn_St._Louis_Chesterfield.png,9.985618367791176,"Hotels Motels,Hotel",19.97123673558235,2
Best Western Springfield,6721 Commerce Street,Best_Western_Springfield.png,9.98519480228424,"Hotels,Lodging,Hotel",9.98519480228424,1
Bar Noir,140 S Lasky Dr,Bar_Noir.png,9.984565526247025,"Restaurant,Hotel Bar,Hotels Motels,Hotels & Motels,Lounges",9.984565526247025,1
Kiowa Motel,802 S 4th St,Kiowa_Motel.png,9.98403936624527,"Hotels,Hotels and motels,Hotel and motel reservations,Motel,Lodging,Hotels Motels,Motels,Hotels & Motels,Hotel",19.96807873249054,2
Days Inn Seattle North Of Downtown,9100 Aurora Ave N,Days_Inn_Seattle_North_Of_Downtown.png,9.984019696712494,"Hotels and motels,Hotel and motel reservations,Motel,Hotel",19.968039393424988,2
Americas Best Value Inn-knoxville East-strawberry Plains,722 Brakebill Rd,Americas_Best_Value_Inn-knoxville_East-strawberry_Plains.png,9.98393937945366,"Hotels and motels,Hotel",9.98393937945366,1
Sleepy Valley Inn,117 Sleepy Valley Rd,Sleepy_Valley_Inn.png,9.983601868152618,"Bed Breakfasts,Bed & Breakfasts,Hotels Motels,Hotels & Motels,Hotel",19.96720373630524,2
Dungeness Bay Cottages,140 Marine Dr,Dungeness_Bay_Cottages.png,9.983548671007156,"Hotels,Hotels and motels,Resorts,Motels,Hotel",9.983548671007156,1
Super 8-Fernley,1350 Newlands Dr W,Super_8-Fernley.png,9.983461946249008,"Budget Hotels,Motel,Hotels Motels,Hotel",9.983461946249008,1
Best Western Plus North Odessa Inn Suites,7001 Tres Hermanas Blvd,Best_Western_Plus_North_Odessa_Inn_Suites.png,9.983024448156357,"Hotels,Lodging,Motels,Hotel",9.983024448156357,1
Travelodge Los Banos,349 W Pacheco Blvd,Travelodge_Los_Banos.png,9.98271718621254,"Hotels,Resorts,Lodging,Hotels Motels,Motels,Hotel",9.98271718621254,1
The House on Old Mill Road,602 Old Mill Rd,The_House_on_Old_Mill_Road.png,9.982178658246994,"Hotels,Hotel",9.982178658246994,1
America's Best Inn Annandale,620 Elm St E,America_s_Best_Inn_Annandale.png,9.981862753629684,"Hotels,Hotels and motels,Hotels Motels,Hotel",9.981862753629684,1
Embassy Suites by Hilton Tuscaloosa Alabama Downtown,2410 University Boulevard,Embassy_Suites_by_Hilton_Tuscaloosa_Alabama_Downtown.png,9.98155951499939,"Hotels,Wedding Sites,Meeting Facilities,Lodging,Hotels Motels,Hotel",9.98155951499939,1
Hampton Inn Savannah-I-95/Richmond Hill,4679 Highway 17,Hampton_Inn_Savannah-I-95_Richmond_Hill.png,9.979311376810074,"Hotels Motels,Hotel",9.979311376810074,1
Courtyard San Antonio SeaWorld®Lackland,6738 NW Loop 410,Courtyard_San_Antonio_SeaWorld®Lackland.png,9.979211688041689,"Meeting Room,Hotels Motels,Hotel",9.979211688041689,1
Vagabond Inn Sunnyvale,816 W Ahwanee Ave,Vagabond_Inn_Sunnyvale.png,9.979033842682838,"Budget Hotels,Hotels and motels,Motel,Lodging,Motels,Family-friendly Hotels,Hotel and Motel,Hotels,Hotel and motel reservations,Tourist Hotels,Hotels Motels,Hotel,Business Hotels",19.95806768536568,2
Ramada Limited Bakersfield North,828 Real Rd,Ramada_Limited_Bakersfield_North.png,9.977383315563202,"Family-Friendly Hotels,Hotels and motels,Hotel and motel reservations,Budget Hotels,Tourist Hotels,Hotels Motels,Hotel,Business Hotels",9.977383315563202,1
Holiday Inn Express Suites Newton,1430 E Broadway CT,Holiday_Inn_Express_Suites_Newton.png,9.976278692483902,"Resorts,Budget Hotels,Hotels and motels,Meeting Facilities,Lodging,Family-friendly Hotels,Weekend Getaway Hotels,Wedding Sites,Tourist Hotels,Hotels Motels,Hotels & Motels,Beach Hotels,Business Hotels,Hotel",9.976278692483902,1
Home2 Suites by Hilton AlbuquerqueDowntownUniversity,1660 University Blvd NE,Home2_Suites_by_Hilton_AlbuquerqueDowntownUniversity.png,9.974520951509476,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotel",9.974520951509476,1
Courtyard Roseville,1920 Taylor Rd,Courtyard_Roseville.png,9.974508807063104,"Hotels,Corporate Lodging,Lodging,Motels,Hotel",19.949017614126205,2
Best Western Arizonian Inn,2508 Navajo Boulevard,Best_Western_Arizonian_Inn.png,9.974462240934372,"Hotels,Lodging,Hotel",9.974462240934372,1
Best Western Capital Beltway,5910 Princess Garden Pkwy,Best_Western_Capital_Beltway.png,9.974461942911148,"Corporate Housing,Hotels,Budget Hotels,Tourist Hotels,Lodging,Hotels Motels,Hotel Lanham-Seabrook,Family-friendly Hotels,Business Hotels,Hotel",9.974461942911148,1
Moonstone Beach Motel,4849 Pacific Ave,Moonstone_Beach_Motel.png,9.973059505224228,"Hotels,Hotels and motels,Hotel",49.86529752612114,5
Best Western Plus Southpark Inn & Suites,120 W Rieck Rd,Best_Western_Plus_Southpark_Inn___Suites.png,9.9722021818161,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",29.916606545448303,3
